,krankenhausStandort/bezeichnung,bettenStatus/statusHighCare,krankenhausStandort/position/latitude,krankenhausStandort/position/longitude,free_icu_beds_percent,staff_utilization_percent
880,"St. Theresien-Krankenhaus Nürnberg Gemeinnützige GmbH, St. Theresien-Krankenhaus Nürnberg",VERFUEGBAR,49.469584754836,11.10938465592,60,98
881,"Schön Klinik Nürnberg Fürth SE & Co. KG, Hauptstandort",VERFUEGBAR,49.449804255207006,10.997906685006999,52,100
882,Klinikum Fürth,VERFUEGBAR,49.484503758062,10.974964678292,60,99
883,Malteser Waldkrankenhaus St. Marien,VERFUEGBAR,49.61041490978,11.019758775826002,43,100
884,"Universitätsklinikum Erlangen, Erlangen Innenstadt",VERFUEGBAR,49.600814436059,11.010412752612,64,97
885,"KU Kreisklinik Roth, AöR des Landkreises Roth, Hauptstandort",VERFUEGBAR,49.235600046487995,11.0727338785,56,91
886,"Krankenhäuser Nürnberger Land GmbH, Krankenhaus Lauf",VERFUEGBAR,49.520219956646,11.27939915662,36,97
887,Sana Klinik Pegnitz GmbH,VERFUEGBAR,49.757486727457,11.527570277444001,53,94
888,"Klinikum Forchheim - Fränkische Schweiz gGmbH - Standort Forchheim, Standort Forchheim",VERFUEGBAR,49.713719384053,11.079462307698,46,95
889,"Kreiskrankenhaus St. Anna Höchstadt an der Aisch, Hauptstandort",VERFUEGBAR,49.705675494301005,10.804631155543001,54,92
890,"Klinikum Forchheim - Fränkische Schweiz gGmbH, Standort Ebermannstadt, Standort Ebermannstadt",VERFUEGBAR,49.779360014783,11.179640293120999,46,91
891,"Kliniken des Landkreises Neustadt/A.-Bad Windsheim, Klinik Neustadt",VERFUEGBAR,49.58202623012,10.621789151237,36,98
892,"ANregiomed gKU, Klinikum Ansbach",VERFUEGBAR,49.321165717858,10.558776497874,42,94
893,Rangauklinik Ansbach,VERFUEGBAR,49.326093965328,10.54033242166,49,96
894,"ANregiomed gKU, Klinik Dinkelsbühl",VERFUEGBAR,49.074774301407004,10.317812204394,38,93
895,Klinik Neuendettelsau,VERFUEGBAR,49.293353749032,10.792796444001999,52,97
896,Klinikum Altmühlfranken Gunzenhausen,VERFUEGBAR,49.107583287499,10.774124622476,48,95
897,Klinikum Altmühlfranken Weißenburg,VERFUEGBAR,49.034470698732996,10.984474182260001,61,92
898,Klinikum St. Marien Amberg,VERFUEGBAR,49.447566390886,11.867033385743001,41,100
899,St. Anna Krankenhaus,VERFUEGBAR,49.504915584592,11.729883151129,39,95
900,Klinikum Neumarkt,VERFUEGBAR,49.285523487235004,11.451848794554,36,97
901,Krankenhaus St. Barbara Schwandorf,VERFUEGBAR,49.316471029148,12.114455204983,46,93
902,Klinikum Weiden,VERFUEGBAR,49.680724035138,12.166752755675,47,95
903,Krankenhaus Barmherzige Brüder Regensburg,VERFUEGBAR,49.01692335715,12.064848124965,37,99
904,Bezirksklinikum Regensburg,VERFUEGBAR,48.998335107528,12.087532639471,60,97
905,"Caritas-Krankenhaus St. Josef, Hauptstandort",VERFUEGBAR,49.00701517939999,12.118438124689,54,94
906,"Klinikum der Universität Regensburg (Universitätsklinikum Regensburg), AöR, Universitätsklinikum Regensburg",VERFUEGBAR,48.987983204496004,12.09049057954,43,99
907,Kreisklinik Wörth an der Donau,VERFUEGBAR,48.999016124676,12.399249851687,63,93
908,Asklepios Klinik im Städtedreieck,VERFUEGBAR,49.203580939665,12.035078582153,39,96
909,PASSAUER WOLF Nittenau,VERFUEGBAR,49.192607456992995,12.266209602421,57,98
910,Goldberg-Klinik Kelheim GmbH,VERFUEGBAR,48.923732945301,11.885162115032001,64,94
911,Passauer Wolf Bad Gögging - Neurologisches Zentrum für Bewegungsstörungen,VERFUEGBAR,48.819610678566,11.790887296183,61,93
912,"Sana Kliniken des Landkreises Cham GmbH, Cham",VERFUEGBAR,49.225489176229,12.659627437624,54,91
913,Klinikum Passau,VERFUEGBAR,48.5646449268,13.445413827830999,38,94
914,"Kliniken am Goldenen Steig gGmbH, Krankenhaus Freyung",VERFUEGBAR,48.805360146165,13.546157062037,54,94
915,PASSAUER WOLF Bad Griesbach,VERFUEGBAR,48.429734482689,13.184188127452,63,99
916,"Landkreis Passau Gesundheitseinrichtungen, 01 Rotthalmünster",VERFUEGBAR,48.354384688772,13.202044129339,43,97
917,"Klinikum St. Elisabeth Straubing GmbH, Klinikum St. Elisabeth (alleiniger Hauptstandort)",VERFUEGBAR,48.886575201267995,12.591766798123,49,95
918,Klinik Bogen,VERFUEGBAR,48.909688323637,12.697077512676001,56,97
919,"DONAUISAR Klinikum Deggendorf-Dingolfing-Landau gKU, DONAUISAR Klinikum Deggendorf",VERFUEGBAR,48.839208256696,12.969461202556,59,99
920,"Landkreis Passau Gesundheitseinrichtungen, 02 Vilshofen",VERFUEGBAR,48.627799634222,13.198374867407,50,97
921,"Sana Klinikum Hof GmbH, Standort",VERFUEGBAR,50.302750436122,11.915282785917,45,92
922,"Klinikum Fichtelgebirge gGmbH, Klinikum Fichtelgebirge - Haus Selb",VERFUEGBAR,50.16874332031,12.118507862124,65,91
923,"Kliniken HochFranken, Klinik Naila",VERFUEGBAR,50.324750360105,11.720983135755999,45,100
924,"Kliniken HochFranken, Klinik Münchberg",VERFUEGBAR,50.195354613092,11.793603086589,65,100
925,"Klinikum Kulmbach, Hauptstandort",VERFUEGBAR,50.118407708058,11.466021895376,38,100
926,"Klinikum Bayreuth GmbH, Klinikum Bayreuth",VERFUEGBAR,49.94384828447001,11.534236907992,38,98
927,"Klinikum Fichtelgebirge gGmbH, Klinikum Fichtelgebirge - Haus Marktredwitz",VERFUEGBAR,50.001792732594005,12.067034768852,57,92
928,"Ilm-Kreis-Kliniken Arnstadt-Ilmenau gGmbH, Standort Ilmenau",VERFUEGBAR,50.679082262556,10.917114811018,57,98
929,"Klinikum Bamberg, Klinikum Bamberg Betriebsstätte Bruderwald",VERFUEGBAR,49.867722229636,10.891056502805,58,93
930,"Kliniken des Landkreises Bamberg, Juraklinik Scheßlitz",VERFUEGBAR,49.979080700381004,11.038270711833,37,92
931,"Kliniken des Landkreises Bamberg, Steigerwaldklinik Burgebrach",VERFUEGBAR,49.818906610820996,10.731328904612,49,97
932,"Helmut-G.-Walther-Klinikum Lichtenfels GmbH, Hauptstandort Lichtenfels",VERFUEGBAR,50.138324479783,11.08082020286,38,95
933,Helios Frankenwaldklinik Kronach,VERFUEGBAR,50.243595963641006,11.332509683816,52,94
934,"Klinikum Coburg GmbH, Hauptstandort Coburg",VERFUEGBAR,50.247062538779,10.972732543978,44,100
935,"MEDINOS Kliniken des Landkreises Sonneberg GmbH, Standort Sonneberg",VERFUEGBAR,50.354185704979,11.163156509465,57,98
936,"Klinikum Würzburg Mitte, Juliusspital",VERFUEGBAR,49.797394228169004,9.930120885355999,43,96
937,"Klinikum Würzburg Mitte, Missioklinik",VERFUEGBAR,49.794488943104,9.952984034999,49,98
938,"Universitätsklinikum Würzburg, Hauptstandort UKW",VERFUEGBAR,49.807103506384,9.958309024564,57,100
939,"Main-Klinik Ochsenfurt gGmbH, Main-Klinik Ochsenfurt",VERFUEGBAR,49.660271915527,10.088237123564,52,97
940,Klinik Kitzinger Land,VERFUEGBAR,49.743730898713,10.139102518542,41,100
941,Krankenhaus St. Josef,VERFUEGBAR,50.043851391755,10.225560843928,48,97
942,"Leopoldina-Krankenhaus der Stadt Schweinfurt, Hauptstandort",VERFUEGBAR,50.051936208683,10.243571877463,60,94
943,"Haßberg-Kliniken, Haßberg-Kliniken Haus Haßfurt",VERFUEGBAR,50.0403132101,10.514809727702,60,100
944,"Geomed-Kreisklinik GmbH, Hauptstandort",VERFUEGBAR,49.90032219647,10.355721473825001,37,95
945,RHÖN-KLINIKUM Campus Bad Neustadt,VERFUEGBAR,50.323552817426005,10.235710926354,64,99
946,"Thoraxzentrum Bezirk Unterfranken, Münnerstadt - Michelsberg 1",VERFUEGBAR,50.250921615774004,10.178251471371,55,93
947,"Capio Franz von Prümmer Klinik, Hauptstandort",VERFUEGBAR,50.30745861741,9.784847617125,48,96
948,"Klinikum Main-Spessart, Klinikum Main-Spessart -Gesundheitszentrum Lohr a. Main-",VERFUEGBAR,49.99611393683,9.572110371664,55,94
949,"Rotkreuzklinik Wertheim gGmbH, Rotkreuzklinik Wertheim",VERFUEGBAR,49.760650665997,9.497476019897,38,98
950,"Krankenhaus Tauberbischofsheim, Krankenhaus und Heime Main-Tauber",VERFUEGBAR,49.629249252726005,9.673846542819,41,98
951,Caritas-Krankenhaus Bad Mergentheim,VERFUEGBAR,49.490775510161,9.763119578329,37,97
952,"SRH Zentralklinikum Suhl GmbH, Hauptstandort",VERFUEGBAR,50.602327746440004,10.708873987132,62,91
953,Elisabeth Klinikum Schmalkalden GmbH,VERFUEGBAR,50.722266655704004,10.441875636561,49,93
954,"HELIOS Klinikum Meiningen GmbH, Meiningen",VERFUEGBAR,50.557756016505,10.397240889115,65,91
955,"Henneberg-Kliniken-Betriebsgesellschaft mbH, Hauptstandort Hildburghausen",VERFUEGBAR,50.428978013987,10.727969169748,61,98
956,Helios Klinikum Erfurt GmbH,VERFUEGBAR,50.994088107173994,11.011598825553,37,97
957,"Katholisches Krankenhaus ""St. Johann Nepomuk"" Erfurt",VERFUEGBAR,50.947252843259,11.085595071299,52,94
958,Sophien- und Hufeland-Klinikum gGmbH,VERFUEGBAR,50.961440439847,11.322625583428,58,93
959,Zentralklinik Bad Berka GmbH,VERFUEGBAR,50.889708717078,11.266985893381,62,93
960,Helios Klinik Blankenhain,VERFUEGBAR,50.859854352109004,11.339337408526001,53,93
961,"Robert-Koch-Krankenhaus Apolda GmbH, Hauptstandort",VERFUEGBAR,51.012816415283005,11.512378044426,36,93
962,"KMG Klinikum Thueringen Brandenburg gGmbH, KMG Klinikum Sömmerda",VERFUEGBAR,51.162401081792005,11.121486782995,56,99
963,Südharz Klinikum Nordhausen gGmbH,VERFUEGBAR,51.515688277956,10.795015275462001,57,100
964,Lungenklinik Neustadt,VERFUEGBAR,51.560000720476,10.839835524657,57,95
965,"St. Georg Klinikum Eisenach gGmbH, St. Georg Klinikum Eisenach",VERFUEGBAR,50.988709241383,10.315021634069,46,99
966,"Helios Klinikum Gotha, Gotha",VERFUEGBAR,50.928445666316,10.678103685477,65,92
967,"SRH Krankenhaus Waltershausen-Friedrichroda GmbH, Standort Friedrichroda",VERFUEGBAR,50.860803202652995,10.560184549395,52,98
968,"Hufeland Klinikum GmbH, Bad Langensalza",VERFUEGBAR,51.105295370836004,10.649081647421,53,98
969,"Hufeland Klinikum GmbH, Mühlhausen",VERFUEGBAR,51.201241841668995,10.467689216162,41,97
970,"Sächsisches Krankenhaus Arnsdorf, Arnsdorf",BEGRENZT,51.095021846438996,13.997342705743,19,85
971,ELBLAND Reha- und Präventionsklinik Großenhain,BEGRENZT,51.287179914400994,13.539129138025999,21,85
972,"Sächsische Schweiz Klinik Sebnitz, Hauptstandort",BEGRENZT,50.982949872332,14.266479420685,31,87
973,Krankenhaus Bautzen,BEGRENZT,51.184840946877,14.430270552603,6,81
974,Krankenhaus Spremberg,BEGRENZT,51.56491295504001,14.373822927410002,12,86
975,"Sana Kliniken Leipziger Land GmbH, Klinikum Borna",BEGRENZT,51.134329159685,12.504938006368,21,84
976,"HELIOS Kliniken Mansfeld-Südharz GmbH, HELIOS Klinik Sangerhausen",BEGRENZT,51.472159070499,11.309538334363001,29,86
977,"Thüringen Kliniken ""Georgius Agricola"" GmbH, Standort  Saalfeld",BEGRENZT,50.644160833943005,11.343892335826002,33,87
978,Paracelsus-Klinik Zwickau,BEGRENZT,50.72244155484999,12.471148610148001,24,88
979,Klinikum Obergöltzsch Rodewisch,BEGRENZT,50.522910469028,12.410663187519999,10,86
980,"Rudolf Virchow Klinikum Glauchau gGmbH, Hauptstandort",BEGRENZT,50.80949752165999,12.551699638334,10,86
981,"Paracelsus-Klinik Reichenbach GmbH, Paracelsus-Klinik Reichenbach",BEGRENZT,50.613313725677,12.309647440943,13,88
982,Kreiskrankenhaus Stollberg gGmbH,BEGRENZT,50.717485916982,12.788592016677,21,81
983,"Vivantes ? Netzwerk für Gesundheit GmbH, Wenckebach-Klinikum",BEGRENZT,52.458933342177,13.389266073737,14,89
984,"Vivantes ? Netzwerk für Gesundheit GmbH, Auguste-Viktoria-Klinikum",BEGRENZT,52.463038638404,13.345513236582,9,89
985,"Krankenhaus Bethel Berlin gGmbH, Krankenhaus Bethel Berlin",BEGRENZT,52.43255291529,13.325926780717001,31,87
986,"Caritas-Klinik Maria Heimsuchung Berlin Pankow, Caritas-Klinik Maria Heimsuchung Berlin-Pankow",BEGRENZT,52.57138797223,13.413936280011999,23,88
987,"Deutsches Herzzentrum Berlin, Hauptstandort",BEGRENZT,52.542387394849,13.347768545282,22,81
988,"MEDIAN Klinik Berlin Kladow, Fachkrankenhaus f. neurologische Frührehabilitation, MEDIAN Klinik BErlin Kladow; Fachkrankenhaus für neurologische Frührehabilitation",BEGRENZT,52.462407114595,13.161750912077,32,81
989,"St. Josefs-Krankenhaus Potsdam, Haupstandort Potsdam",BEGRENZT,52.39920968442,13.044046998057,23,86
990,"ASKLEPIOS Fachklinikum Brandenburg, Hauptstandort",BEGRENZT,52.426059107899,12.479138523304,12,82
991,Klinik Ernst von Bergmann Bad Belzig,BEGRENZT,52.140473185179005,12.598607182535998,25,86
992,"Johanniter-Krankenhaus im Fläming Treuenbrietzen GmbH, Hauptstandort Treuenbrietzen",BEGRENZT,52.081284590059994,12.875867664798,27,83
993,"MEDIAN Klinik Grünheide, Hauptstandort",BEGRENZT,52.424282933774,13.813520193035,31,85
994,"ASKLEPIOS Fachklinikum Teupitz, Hauptstandort",BEGRENZT,52.132198842072,13.616511300133,24,81
995,"ASKLEPIOS Fachklinikum Lübben, Hauptstandort",BEGRENZT,51.935179648208,13.886969163777001,28,82
996,Asklepios Klinikum Uckermark,BEGRENZT,53.052767404681,14.275908780051001,22,88
997,"KMG Klinikum Mitte GmbH, KMG Klinikum Mitte GmbH Klinikum Pritzwalk",BEGRENZT,53.148539865618,12.169218778545,23,84
998,"DRK-Krankenhaus Mecklenburg-Strelitz gGmbH, Neustrelitz",BEGRENZT,53.380587745061,13.05248388639,34,81
999,"Helios-Klinik-Leezen, Standort Leezen",BEGRENZT,53.660304275963,11.491370379907998,7,86
1000,"Westmecklenburg Klinikum Helene von Bülow GmbH, Krankenhaus Ludwigslust",BEGRENZT,53.331157140776995,11.498286724172,14,89
1001,"BG Klinikum Hamburg gGmbH, Hauptstandort",BEGRENZT,53.506161388142004,10.17716681954,11,83
1002,Krankenhaus Winsen,BEGRENZT,53.350658589121,10.200849652274,15,89
1003,Evangelisches Krankenhaus Alsterdorf gGmbH,BEGRENZT,53.61408507148501,10.024509000605,13,82
1004,"DRK-Krankenhaus Mölln-Ratzeburg, Hauptstandort",BEGRENZT,53.689610571125,10.779469728403999,16,85
1005,Klinik Sulingen,BEGRENZT,52.683974461196,8.805476009829,31,89
1006,"Aller-Weser-Klinik gGmbH Krankenhaus Verden, Aller-Weser-Klinik Verden",BEGRENZT,52.913489311377,9.231749296123,16,86
1007,AMEOS Klinikum Mitte Bremerhaven,BEGRENZT,53.552164110652,8.575078547000999,7,83
1008,"Klinikum Bremen Ost, KBO -Klinikum",BEGRENZT,53.064512794576,8.940360546112,27,83
1009,MediClin GmbH & Co. KG Zweigniderlassung Soltau,BEGRENZT,52.994267381084995,9.857459628602001,26,87
1010,"DIAKOVERE Henriettenstift, Marienstr. 72-90",BEGRENZT,52.369843848971996,9.75360524656,21,85
1011,Sana Klinikum Hameln-Pyrmont,BEGRENZT,52.107513388766,9.352171897954,9,83
1012,Klinikum Herford AöR,BEGRENZT,52.126395097108,8.700473427789,16,89
1013,"Johannes Wesling Klinikum Minden, Johannes Wesling Klinikum",BEGRENZT,52.260865575309,8.890478275607,7,84
1014,"Neurologische Klinik Westend Bad Wildungen, Hauptstandort",BEGRENZT,51.112182970769,9.108039915545,16,85
1015,"Klinik- und Rehabilitationszentrum Lippoldsberg GmbH, 382338_Klinik Lippoldsberg",BEGRENZT,51.616797469033,9.590693302453001,26,88
1016,Klinikum Wolfsburg,BEGRENZT,52.413656561464,10.769416809017,25,89
1017,"Klinikum in den Pfeifferschen Stiftungen GmbH, Magdeburg",BEGRENZT,52.115985634468004,11.666216611747998,15,86
1018,"MEDIAN Klinik NRZ Magdeburg, Hauptstandort",BEGRENZT,52.086288647157005,11.638070583376,24,83
1019,"Universitätsklinikum Magdeburg A.ö.R., Universitätsklinikum Magdeburg A.ö.R. - Leipziger Straße",BEGRENZT,52.101739466325,11.619990133439998,26,88
1020,KLINIKUM MAGDEBURG gGmbH,BEGRENZT,52.157544889068,11.582455515845,22,82
1021,"Johanniter Krankenhaus Genthin - Stendal gmbH, Johanniter GmbH Zweigniederlassung Stendal Johanniter - Krankenhaus Stendal - Hauptstandort",BEGRENZT,52.611667330216996,11.853254556589999,27,85
1022,"Sana Kliniken Düsseldorf, Sana Krankenhaus Benrath",BEGRENZT,51.15261062478599,6.870933508035001,18,87
1023,St.-Johannes-Hospital Dortmund,BEGRENZT,51.51152274977,7.457698702829,11,84
1024,"Klinikum Westfalen GmbH - KKDO, KaP, HK, Knappschaftskrankenhaus Dortmund",BEGRENZT,51.519954398832,7.533110618624001,17,87
1025,Knappschaftskrankenhaus Lütgendortmund,BEGRENZT,51.501973397817004,7.330100655571999,10,81
1026,"St. Lukas Klinikum, St. Rochus-Hospital",BEGRENZT,51.546553557540996,7.315626919253,27,87
1027,"Evangelisches Krankenhaus Herne, Herne-Mitte",BEGRENZT,51.534453885173996,7.230587482518,27,83
1028,Martin-Luther-Krankenhaus gGmbH,BEGRENZT,51.481889023386,7.1426619887189995,21,88
1029,"KEM I Evang. Kliniken Essen-Mitte gGmbH, Evang. Huyssens-Stiftung in Essen-Huttrop",BEGRENZT,51.441965400604,7.030423083343001,25,85
1030,"Elisabeth-Krankenhaus Essen GmbH, Elisabeth-Krankenhaus Essen",BEGRENZT,51.44546526290301,7.033164024288,13,89
1031,"Universitätsklinikum Essen, Herzchirurgie Huttrop",BEGRENZT,51.445431828659004,7.03426161781,20,85
1032,"Katholisches Klinikum Essen GmbH, St. Vincenz-Krankenhaus",BEGRENZT,51.474774496472996,7.0334196388559995,24,89
1033,"KEM I Evang. Kliniken Essen-Mitte gGmbH, Evang. Krankenhaus Essen-Steele",BEGRENZT,51.44219026249001,7.06172844395,20,83
1034,"Katholische Kliniken Emscher-Lippe GmbH, St. Barbara-Hospital Gladbeck",BEGRENZT,51.574207398182004,6.987962918356001,22,81
1035,Marien-Hospital gGmbH,BEGRENZT,51.655656995976,6.611606061442,20,84
1036,"Helios Klinikum Krefeld gGmbH, Helios Cäcilien Hospital Hüls",BEGRENZT,51.376167951066996,6.514596462266001,18,85
1037,"Hospital zum Heiligen Geist GmbH & Co KG, Hospital zum Heiligen Geist",BEGRENZT,51.36301421363,6.411147737163,26,89
1038,Fachklinik Hornheide,BEGRENZT,52.01326383455,7.709048509532,6,82
1039,Helios Klinik Lengerich,BEGRENZT,52.19879125876,7.843791612904,34,82
1040,St. Anna Klinik Löningen,BEGRENZT,52.734531165591,7.754152536327,14,82
1041,"Sana-Krankenhaus Hürth GmbH, Hauptstandort inkl. ZNA",BEGRENZT,50.883974250065,6.887293696436,20,81
1042,"IK Eduardus-Krankenhaus, Eduardus-Krankenhaus",BEGRENZT,50.932754731464,6.9802542496469995,14,83
1043,St. Franziskus-Hospital GmbH,BEGRENZT,50.954000072691,6.917174644768,25,87
1044,St. Antonius Krankenhaus,BEGRENZT,50.910195081295996,6.966396331754,7,89
1045,"Kliniken der Stadt Köln Standort Holweide, Kliniken der Stadt Köln gGmbH - Krankenhaus Holweide",BEGRENZT,50.966947683362,7.055555105144,31,83
1046,"Krankenhaus Porz am Rhein gGmbH, Hauptstandort",BEGRENZT,50.892672968533,7.0513472558379995,26,88
1047,"Katholische Kliniken Oberberg gGmbH, St. Josef-Krankenhaus",BEGRENZT,50.985778797605,7.378701209891,7,84
1048,"St.-Antonius-Hospital gGmbH Eschweiler, Hauptstandort",BEGRENZT,50.818603278644,6.264195620997,30,89
1049,"St.Marien-Hospital  gGmbH, St. Marien-Hospital Haupteingeng",BEGRENZT,50.822419271205995,6.466680407557,16,86
1050,"Universitätsklinikum Bonn, Universitätsklinikum Bonn Zentrum für Kinderheilkunde",BEGRENZT,50.724600809339,7.114107513315999,13,88
1051,"Malteser Krankenhaus Seliger Gerhard Bonn/Rhein-Sieg, Hauptstandort",BEGRENZT,50.707350281652005,7.031852826476,23,89
1052,"GFO Kliniken Troisdorf, GFO Kliniken Troisdorf Betriebsstätte St. Johannes Troisdorf-Sieglar",BEGRENZT,50.797371822967996,7.117432379688999,30,87
1053,Marien-Hospital Euskirchen GmbH,BEGRENZT,50.641932625809005,6.790844678944,27,86
1054,"Klinikum Idar-Oberstein GmbH, Klinikum Idar-Oberstein",BEGRENZT,49.716390274005,7.321047918506,29,87
1055,DRK Krankenhaus Neuwied,BEGRENZT,50.429620465377,7.465375184947,33,85
1056,St. Marien-Krankenhaus Siegen,BEGRENZT,50.879455893095,8.030419528468,11,88
1057,"Diakonie Klinikum GmbH, Diakonie Klinikum Jung-Stilling",BEGRENZT,50.851210467588,8.018403768474,16,86
1058,"Katholisches Klinikum Südwestfalen, St. Josefs-Hospital",BEGRENZT,51.107795031555995,8.069856261827,13,81
1059,"VAMED Klinik Hagen-Ambrock, Hauptstandort",BEGRENZT,51.314572022932,7.514856040461,16,84
1060,"Dreifaltigkeits-Hospital gem. GmbH, Dreifaltigkeits-Hospital Lippstadt",BEGRENZT,51.673275388369,8.338460504992,8,83
1061,"Klinikum Hochsauerland GmbH, Karolinen-Hospital",BEGRENZT,51.426699371377,7.999139472838,15,82
1062,"St. Franziskus-Hospital gGmbH Winterberg, St. Franziskus-Hospital Winterberg gGmbH",BEGRENZT,51.193310232525995,8.5381085872,10,83
1063,"Sankt Katharinen Krankenhaus, Sankt-Katharinen-Krankenhaus",BEGRENZT,50.136002538494,8.710909581377999,17,86
1064,"St. Elisabethen- Krankenhaus Frankfurt, St. Elisabethen Krankenhaus",BEGRENZT,50.125998483533,8.638223656453,13,89
1065,"Krankenhaus Nordwest, Hauptstandort",BEGRENZT,50.150831199822996,8.617667734607,10,88
1066,"Krankenhaus Sachsenhausen in Frankfurt am Main, Hauptstandort",BEGRENZT,50.106522133041,8.683677435019,10,88
1067,"Gesundheitszentrum Wetterau Bad Nauheim-Friedberg-Gedern, Hochwald Kranknehaus Bad Nauheim",BEGRENZT,50.356723578628,8.729891359789999,18,84
1068,"Klinikum Hanau GmbH, Klinikum Hanau",BEGRENZT,50.133500371191,8.922372043115999,13,83
1069,Asklepios Klinik Seligenstadt,BEGRENZT,50.041686138227995,8.964987516338,13,89
1070,"Main-Kinzig-Kliniken gGmbH Gelnhausen, Hauptstandort",BEGRENZT,50.205683900094,9.182054400198,28,84
1071,Capio Mathilden-Hospital,BEGRENZT,50.2875552657,9.113715486601,19,83
1072,"Kreiskrankenhaus Erbach, Hauptstandort",BEGRENZT,49.651827831428,9.000306844646,19,82
1073,"Kreiskliniken Darmstadt-Dieburg, Groß-Umstadt",BEGRENZT,49.867388623281,8.936789989602,19,87
1074,"St. Josefs-Hospital Rheingau GmbH, Rüdesheim am Rhein",BEGRENZT,49.982859678145,7.926482319881001,10,89
1075,"St. Vincenz-Krankenhaus Diez, St. Vincenz Krankenhaus Diez",BEGRENZT,50.374190667258,8.00911581513,20,82
1076,"Marienhausklinik St. Josef Kohlhof, Standort Kohlhof",BEGRENZT,49.317814087963,7.227321624887001,28,82
1077,"Marienhausklinik Ottweiler, Hauptstandort",BEGRENZT,49.401578306916,7.167375326188999,20,83
1078,"Westpfalz-Klinikum Kaiserslautern - Kusel, Westpfalz-Klinikum StO Kusel",BEGRENZT,49.546522077799,7.376882135868,23,89
1079,"Westpfalz-Klinikum Kirchheimbolanden - Rockenhausen, Westpfalz-Klinikum StO Kirchheimbolanden",BEGRENZT,49.659099503063004,8.007584407922,10,85
1080,"Westpfalz-Klinikum Kirchheimbolanden - Rockenhausen, Westpfalz-Klinikum StO Rockenhausen",BEGRENZT,49.630476675089,7.81535089016,19,82
1081,"Theresienkrankenhaus und St. Hedwig-Klinik gGmbH, Theresienkrankenhaus",BEGRENZT,49.489247503462,8.482151806338,9,87
1082,"St. Vincentius-Krankenhaus gGmbH, St. Vincentius-Krankenhaus Heidelberg gGmbH",BEGRENZT,49.412011536547006,8.697675829926,27,83
1083,Krankenhaus Leonberg,BEGRENZT,48.802883376299,9.00049889091,29,87
1084,Orthopädische Klinik Markgröningen,BEGRENZT,48.908406696339,9.107439100726,34,87
1085,"Universitätsklinikum Tübingen, Hauptstandort",BEGRENZT,48.530938538791,9.037610471232,27,84
1086,"Landkreis Schwäbisch Hall Klinikum gGmbH, Crailsheim",BEGRENZT,49.135851976355,10.076623678142,7,83
1087,"Hohenloher Krankenhaus gGmbH, Hohenloher Krankenhaus Öhringen",BEGRENZT,49.205361466111,9.498054563983,30,88
1088,GRN-Klinik Sinsheim,BEGRENZT,49.251958261548005,8.890484064809,11,88
1089,"Kliniken des Landkreises Karlsruhe, Rechbergklinik Bretten",BEGRENZT,49.033677622777006,8.695703923686,16,85
1090,Krankenhaus Mühlacker,BEGRENZT,48.950587923838995,8.860212922064001,34,81
1091,"Klinikum Mittelbaden Rastatt-Forbach, Klinikum Mittelbaden Rastatt-Forbach Standort Rastatt",BEGRENZT,48.861438048179,8.205321013911,31,82
1092,"Helios Klinik Müllheim, HELIOS- Klinik Müllheim",BEGRENZT,47.811938667118,7.635110199435,33,86
1093,Maria-Theresia-Klinik,BEGRENZT,48.126669312158,11.549293111275,14,87
1094,Barmherzige Brüder Krankenhaus München,BEGRENZT,48.155701228804,11.510060548717,15,88
1095,"Helios Klinikum München West GmbH, Helios Klinikum München West",BEGRENZT,48.14484961579701,11.454206295312,29,83
1096,"Klinikum der Universität München, Klinikum der Universität München - Außenstelle Augustinum",BEGRENZT,48.122446592812004,11.488039076312,8,84
1097,"Klinikum der Universität München, Klinikum der Universität München - Standort Großhadern",BEGRENZT,48.111138440404,11.471995174934001,9,89
1098,"Schön Klinik München Harlaching, Hauptstandort",BEGRENZT,48.104062192855,11.566836476359,10,89
1099,"Klinikum Seefeld, Klnikum Seefeld Notaufnahme",BEGRENZT,48.034096281851,11.213358879122,15,81
1100,Klinikum Starnberg,BEGRENZT,48.007069191041005,11.335193395680001,13,88
1101,"Benedictus Krankenhaus Tutzing GmbH & Co. KG       Akut (Tutzing), Tutzing",BEGRENZT,47.907029340944995,11.276558160716,8,85
1102,"Kinderkrankenhaus St. Marien gGmbH, Hauptstandort",BEGRENZT,48.534474830429,12.164453029764,9,87
1103,Klinik Mallersdorf,BEGRENZT,48.777976386205,12.246359109813001,17,85
1104,Krankenhaus Vilsbiburg,BEGRENZT,48.445338693962,12.360019862636001,16,82
1105,"KJF Klinik Josefinum gGmbH, Hauptstandort Augsburg",BEGRENZT,48.385064554485,10.874889850747001,32,82
1106,"Kreiskrankenhaus Schrobenhausen GmbH, Hauptstandort",BEGRENZT,48.572270325445004,11.264355933213,33,81
1107,"Donau-Ries Kliniken, Donau-Ries Klinik Oettingen",BEGRENZT,48.956965663396,10.597310185448999,29,84
1108,"RKU - Universitäts- und Rehabilitationskliniken  Ulm, Hauptstandort",BEGRENZT,48.42440919851,9.945088148052,7,81
1109,"Kreisspitalstiftung Weißenhorn - Donauklinik Neu-Ulm, Donauklinik Neu-Ulm",BEGRENZT,48.393922246459,9.993973016772,9,82
1110,"Kliniken Dr. Erler, Hauptstandort",BEGRENZT,49.453772431917,11.067578458315001,22,89
